isil,sbn_code,acnp_code,cei_code,cmbs_code,rism_code,census_year,updated_date,name_original,name_normalized,address_original,address_normalized,hamlet,postal_code,municipality_name,istat_code,province_name,province_istat_code,province_abbrev,region,latitude_original,longitude_original,restricted_access,disabled_access,administrative_type,functional_type,owning_entity,source_status,latitude,longitude,coordinate_quality_flag
IT-UD0185,,,,,,,,Biblioteca del Dipartimento di lingue e letterature germaniche e romanze. Sezione germanica dell'Università degli studi di Udine,Biblioteca del Dipartimento di lingue e letterature germaniche e romanze. Sezione germanica dell'Università degli studi di Udine,Via Mantica 3,Via Mantica 3,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0664923,13.2311062,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Udine. Dipartimento di lingue e letterature germaniche. Sezione germanica,Biblioteca confluita,46.0664923,13.2311062,valid_world_range
IT-UD0186,,,,,,,,Biblioteca del Dipartimento di lingue e civiltà dell'Europa centro-orientale dell'Università degli studi di Udine,Biblioteca del Dipartimento di lingue e civiltà dell'Europa centro-orientale dell'Università degli studi di Udine,Viale Ungheria 18,Viale Ungheria 18,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0615937,13.2421571,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Udine. Dipartimento di lingue e civiltà dell'Europa centro-orientale,Biblioteca confluita,46.0615937,13.2421571,valid_world_range
IT-UD0187,,,,,,,,Biblioteca del Centro interdipartimentale di servizi bibliotecari di storia dell'Università degli studi di Udine,Biblioteca del Centro interdipartimentale di servizi bibliotecari di storia dell'Università degli studi di Udine,Via Antonini 8,Via Antonini 8,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,0.0,0.0,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Udine. Centro interdipartimentale di servizi bibliotecari di storia,Biblioteca confluita,,,zero_pair_treated_as_missing
IT-UD0188,FVG08,,,,,2023,2023-12-22,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere S. Paolo-S. Osvaldo,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere S. Paolo-S. Osvaldo,Via S. Stefano 5,Via S. Stefano 5,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0497687,13.2267163,False,Accessibile,Comune,Pubblica,Comune di Udine. Circoscrizione VI,,46.0497687,13.2267163,valid_world_range
IT-UD0189,FVG06,,,,,2023,2023-12-22,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Udine Sud,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Udine Sud,Via Pradamano 21,Via Pradamano 21,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0548118,13.2491386,False,Parzialmente accessibile,Comune,Pubblica,Comune di Udine. Circoscrizione IV,,46.0548118,13.2491386,valid_world_range
IT-UD0190,,,,,,,,Biblioteca della Banca popolare di Gemona,Biblioteca della Banca popolare di Gemona,Piazza Garibaldi 9,Piazza Garibaldi 9,,33013,Gemona del Friuli,030043,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.2784669,13.1396105,True,,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Banca popolare di Gemona,,46.2784669,13.1396105,valid_world_range
IT-UD0192,FVG02,,,,,2023,2023-12-22,Biblioteca civica Vincenzo Joppi. Biblioteca del Quartiere Udine Centro,Biblioteca civica Vincenzo Joppi. Biblioteca del Quartiere Udine Centro,Via Chinotto 1,Via Chinotto 1,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.06463369999999,13.2449372,False,Parzialmente accessibile,Comune,Pubblica,"Comune di Udine. Quartiere ""Udine Centro""",,46.06463369999999,13.2449372,valid_world_range
IT-UD0193,FVG04,,,,,2023,2023-12-22,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Rizzi-S. Domenico,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Rizzi-S. Domenico,Via Martignacco 146,Via Martignacco 146,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0740408333352,13.2058807020996,False,Accessibile,Comune,Pubblica,Comune di Udine. Circoscrizione II,,46.0740408333352,13.2058807020996,valid_world_range
IT-UD0194,FVG09,,,,,2023,2023-12-22,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Chiavris-Paderno,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Chiavris-Paderno,Via Piemonte,Via Piemonte,Paderno,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0864989,13.2345662,False,Parzialmente accessibile,Comune,Pubblica,Comune di Udine. Circoscrizione VII Udine nord,,46.0864989,13.2345662,valid_world_range
IT-UD0195,,,,,,2019,2021-04-13,Biblioteca della Resistenza,Biblioteca della Resistenza,via Brigata Re 29,via Brigata Re 29,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.073845,13.2547774,False,Parzialmente accessibile,"Accademie, associazioni, fondazioni, istituti (pubblici)",Specializzata,Associazione nazionale partigiani d'Italia. Comitato provinciale di Udine,,46.073845,13.2547774,valid_world_range
IT-UD0196,FVG03,,,,,2023,2023-12-22,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Cormor-S. Rocco,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Cormor-S. Rocco,Via V. Joppi 68,Via V. Joppi 68,Cormor,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0542746,13.2227895,False,Accessibile,Comune,Pubblica,Comune di Udine. Circoscrizione II,,46.0542746,13.2227895,valid_world_range
IT-UD0197,FVG07,,,,,2023,2023-12-22,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Cussignacco,Biblioteca civica Vincenzo Joppi. Biblioteca Quartiere Cussignacco,Via Veneto 164,Via Veneto 164,Cussignacco,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0308111,13.252787,False,Accessibile,Comune,Pubblica,Comune di Udine. Circoscrizione V,,46.0308111,13.252787,valid_world_range
IT-UD0198,,,,,,2023,2023-12-22,Biblioteca dell'Associazione italiana biblioteche. AIB,Biblioteca dell'Associazione italiana biblioteche. AIB,Piazza Marconi 8,Piazza Marconi 8,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0649316,13.2343952,False,Accessibile,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Associazione italiana biblioteche. Sezione Friuli-Venezia Giulia,,46.0649316,13.2343952,valid_world_range
IT-UD0199,,,,,,,,Biblioteca del Dipartimento di lingue e letterature germaniche e romanze. Sezione romanza dell'Università degli studi di Udine,Biblioteca del Dipartimento di lingue e letterature germaniche e romanze. Sezione romanza dell'Università degli studi di Udine,Vicolo Florio 2b,Vicolo Florio 2b,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0659687,13.2330329,True,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Udine. Dipartimento di lingue e letterature germaniche e romanze. Sezione romanza,Biblioteca confluita,46.0659687,13.2330329,valid_world_range
IT-UD0200,,,,,,,,Biblioteca del Dipartimento di glottologia e filologia classica dell'Università degli studi di Udine,Biblioteca del Dipartimento di glottologia e filologia classica dell'Università degli studi di Udine,Via Antonini 8,Via Antonini 8,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,0.0,0.0,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Udine. Dipartimento di glottologia e filologia classica,Biblioteca confluita,,,zero_pair_treated_as_missing
IT-UD0201,,,,,,,,Biblioteca del Dipartimento di scienze degli alimenti dell'Università degli studi di Udine,Biblioteca del Dipartimento di scienze degli alimenti dell'Università degli studi di Udine,Via Marangoni 97,Via Marangoni 97,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0591496,13.2299241,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Udine. Dipartimento di scienze degli alimenti,Biblioteca confluita,46.0591496,13.2299241,valid_world_range
IT-UD0202,,,,,,,2006-05-23,Biblioteca del Consorzio per la gestione del Sistema territoriale del Codroipese,Biblioteca del Consorzio per la gestione del Sistema territoriale del Codroipese,Viale Duodo 1,Viale Duodo 1,,33033,Codroipo,030027,Udine,030,UD,FRIULI-VENEZIA GIULIA,45.9604142,12.9835411,False,,"Consorzio e/o associazioni di regioni, province, comuni e comunità montane",Pubblica,Consorzio per la gestione del Sistema territoriale del Codroipese,Biblioteca non più esistente,45.9604142,12.9835411,valid_world_range
IT-UD0203,,,,,,2023,2023-12-22,Biblioteca civica Giovanni Battista Brusin,Biblioteca civica Giovanni Battista Brusin,Via Grandi 10,Via Grandi 10,,33051,Aquileia,030004,Udine,030,UD,FRIULI-VENEZIA GIULIA,45.76553370000001,13.3689369,False,Accessibile,Comune,Pubblica,Comune di Aquileia,,45.76553370000001,13.3689369,valid_world_range
IT-UD0204,,,,,,2019,2021-04-13,Biblioteca dell'Associazione nazionale per Aquileia,Biblioteca dell'Associazione nazionale per Aquileia,via Popone 6,via Popone 6,,33051,Aquileia,030004,Udine,030,UD,FRIULI-VENEZIA GIULIA,45.7707057,13.3674833,False,Parzialmente accessibile,"Accademie, associazioni, fondazioni, istituti (pubblici)",Specializzata,Associazione nazionale per Aquileia,,45.7707057,13.3674833,valid_world_range
IT-UD0205,,,,,,2023,2023-12-22,Biblioteca comunale 'F.Candotti',Biblioteca comunale 'F.Candotti',Via Roma 4,Via Roma 4,,33015,Moggio Udinese,030059,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.408793,13.198343,False,Accessibile,Comune,Pubblica,Comune di Moggio Udinese,,46.408793,13.198343,valid_world_range
IT-UD0206,,,,,,,2021-12-15,Biblioteca del Sistema bibliotecario territoriale,Biblioteca del Sistema bibliotecario territoriale,"Via Pramollo, 14","Via Pramollo, 14",,33016,Pontebba,030076,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.5069236,13.3057693,True,,Comunita' montana,Pubblica,Comunità montana Canal del Ferro Val Canale,,46.5069236,13.3057693,valid_world_range
IT-UD0207,,,,,,2023,2024-12-20,Biblioteca civica Paolo Solimbergo,Biblioteca civica Paolo Solimbergo,Via Aldo Moro 1,Via Aldo Moro 1,,33061,Rivignano Teor,030188,Udine,030,UD,FRIULI-VENEZIA GIULIA,45.87347,13.04165,False,Accessibile,Comune,Pubblica,Comune di Rivignano,,45.87347,13.04165,valid_world_range
IT-UD0208,FVG21,,,,,2023,2023-12-22,Biblioteca comunale di Treppo Grande,Biblioteca comunale di Treppo Grande,Via Roma 3,Via Roma 3,,33010,Treppo Grande,030126,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.1903999,13.157562,False,Parzialmente accessibile,Comune,Pubblica,Comune di Treppo Grande,,46.1903999,13.157562,valid_world_range
IT-UD0209,,,,,,2023,2024-12-20,Biblioteca comunale,Biblioteca comunale,Via dei Cavalieri Teutonici 25,Via dei Cavalieri Teutonici 25,,33050,Precenicco,030082,Udine,030,UD,FRIULI-VENEZIA GIULIA,45.7888526,13.0784197,False,Parzialmente accessibile,Comune,Pubblica,Comune di Precenicco,,45.7888526,13.0784197,valid_world_range
IT-UD0210,FRITV,,,,,2022,2025-11-20,Biblioteca comunale,Biblioteca comunale,"via Vittorini, 40","via Vittorini, 40",,33050,Torviscosa,030123,Udine,030,UD,FRIULI-VENEZIA GIULIA,45.8229285,13.2715052,False,Non accessibile,Comune,Pubblica,Comune di Torviscosa,,45.8229285,13.2715052,valid_world_range
IT-UD0211,,,,,,2019,2022-06-27,Biblioteca del Museo archeologico nazionale,Biblioteca del Museo archeologico nazionale,via Roma 1,via Roma 1,,33051,Aquileia,030004,Udine,030,UD,FRIULI-VENEZIA GIULIA,45.7679187,13.3682261,False,Parzialmente accessibile,Direzione generale Musei,Specializzata,Ministero della Cultura. Polo museale del Friuli Venezia Giulia,,45.7679187,13.3682261,valid_world_range
IT-UD0213,,,,,I-GE,,,Archivio arcipretale e Tesoro del Duomo,Archivio arcipretale e Tesoro del Duomo,Pieve arcipretale S. Maria Assunta,Pieve arcipretale S. Maria Assunta,,33013,Gemona del Friuli,030043,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.2891468,13.1457376,,,NON SPECIFICATA,NON SPECIFICATA,,Altri istituti collegati ad attività dell'ICCU,46.2891468,13.1457376,valid_world_range
IT-UD0214,,,,,I-CF,,,Archivio capitolare del Duomo,Archivio capitolare del Duomo,,,,33043,Cividale del Friuli,030026,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0801447,13.433127,,,NON SPECIFICATA,NON SPECIFICATA,,Altri istituti collegati ad attività dell'ICCU,46.0801447,13.433127,valid_world_range
IT-UD0215,FRIJS,,,,,,,Biblioteca del Liceo Ginnasio J. Stellini,Biblioteca del Liceo Ginnasio J. Stellini,,,,,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0649418,13.2307247,,,NON SPECIFICATA,NON SPECIFICATA,,Altri istituti collegati ad attività dell'ICCU,46.0649418,13.2307247,valid_world_range
IT-UD0216,TSATO,,,,I-UDi,,2025-09-08,Biblioteca del Conservatorio statale di musica Jacopo Tomadini,Biblioteca del Conservatorio statale di musica Jacopo Tomadini,Piazza I Maggio 29,Piazza I Maggio 29,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.065181,13.239703,False,,Presidenza del consiglio dei ministri e ministeri,Specializzata,"Ministero dell'istruzione, dell'università e della ricerca. Conservatorio statale di musica Jacopo Tomadini",,46.065181,13.239703,valid_world_range
IT-UD0217,,,,,I-UDa,,,Archivio di Stato di Udine,Archivio di Stato di Udine,Via F. Urbanis 1,Via F. Urbanis 1,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0679807,13.222882,,,NON SPECIFICATA,NON SPECIFICATA,,Altri istituti collegati ad attività dell'ICCU,46.0679807,13.222882,valid_world_range
IT-UD0218,,,,,,2023,2023-12-22,Biblioteca comunale di Amaro,Biblioteca comunale di Amaro,Via Roma 82,Via Roma 82,,33020,Amaro,030002,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.3738846,13.0981584,False,Non accessibile,Comune,Pubblica,Comune di Amaro,,46.3738846,13.0981584,valid_world_range
IT-UD0219,FRIAZ,,,,,2023,2024-12-20,Biblioteca comunale 'Morena Fachin',Biblioteca comunale 'Morena Fachin',Piazza Zona Libera 28,Piazza Zona Libera 28,,33021,Ampezzo,030003,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.4166061,12.7946547,False,Non accessibile,Comune,Pubblica,Comune di Ampezzo,,46.4166061,12.7946547,valid_world_range
IT-UD0220,FVG33,,,,,2023,2025-11-20,Biblioteca civica 'Pre Toni Beline',Biblioteca civica 'Pre Toni Beline',Via Roma 11,Via Roma 11,,33031,Basiliano,030009,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0136731400094,13.1080749841309,False,Accessibile,Comune,Pubblica,Comune di Basiliano,,46.0136731400094,13.1080749841309,valid_world_range
IT-UD0221,FVG24,,,,,2023,2023-12-22,Biblioteca civica Generale Luigi Straulino,Biblioteca civica Generale Luigi Straulino,Via Caterina Percoto 70,Via Caterina Percoto 70,,33030,Campoformido,030016,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0227801,13.1531807,False,Parzialmente accessibile,Comune,Pubblica,Comune di Campoformido,,46.0227801,13.1531807,valid_world_range
IT-UD0222,,,,,,2023,2025-01-09,Biblioteca del Circolo culturale Ivan Trinko,Biblioteca del Circolo culturale Ivan Trinko,Via Ivan Trinko 8,Via Ivan Trinko 8,,33043,Cividale del Friuli,030026,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.09495829999999,13.4296108,False,Accessibile,"Accademie, associazioni, fondazioni, istituti (pubblici)",Pubblica,Circolo culturale Ivan Trinko,,46.09495829999999,13.4296108,valid_world_range
IT-UD0223,FVG45,,,,,,2018-11-23,Biblioteca comunale,Biblioteca comunale,Piazza mons. Pelizzo 13 ,Piazza mons. Pelizzo 13,,33040,Faedis,030036,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.152513,13.343867,False,,Comune,Pubblica,Comune di Faedis,,46.152513,13.343867,valid_world_range
IT-UD0224,,,,,,2023,2023-12-22,Biblioteca comunale,Biblioteca comunale,Via Latteria 2,Via Latteria 2,,33024,Forni di Sopra,030041,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.424528,12.579507,False,Non accessibile,Comune,Pubblica,Comune di Forni di Sopra,,46.424528,12.579507,valid_world_range
IT-UD0225,,,,,,2018,2023-11-16,Biblioteca comunale,Biblioteca comunale,via Baselia,via Baselia,,33024,Forni di Sotto,030042,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.3936625,12.6701418,False,,Comune,Pubblica,Comune di Forni di Sotto,,46.3936625,12.6701418,valid_world_range
IT-UD0226,FVG16,,,,,2023,2025-11-20,Biblioteca comunale di Pradamano,Biblioteca comunale di Pradamano,Via Filippo Renati 9,Via Filippo Renati 9,,33040,Pradamano,030080,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0329881,13.3012271,False,Parzialmente accessibile,Comune,Pubblica,Comune di Pradamano,,46.0329881,13.3012271,valid_world_range
IT-UD0227,,,,,,2023,2023-12-22,Biblioteca comunale Sen. Fermo Solari,Biblioteca comunale Sen. Fermo Solari,Frazione Pieria 92,Frazione Pieria 92,,33020,Prato Carnico,030081,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.5200654,12.7963667,False,Accessibile,Comune,Pubblica,Comune di Prato Carnico,,46.5200654,12.7963667,valid_world_range
IT-UD0228,FVG57,,,,,,2020-11-20,Biblioteca di San Vito di Fagagna,Biblioteca di San Vito di Fagagna,"Piazza Umberto I, c/o Ex Casa Schiratti","Piazza Umberto I, c/o Ex Casa Schiratti",,33030,San Vito di Fagagna,030106,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0917089,13.0667635,False,,Comune,Pubblica,Comune di San Vito di Fagagna,,46.0917089,13.0667635,valid_world_range
IT-UD0229,,,,,,2023,2023-12-22,Biblioteca comunale 'Padre Luigi Lucchini',Biblioteca comunale 'Padre Luigi Lucchini',Via Canonica Sauris di Sotto 2,Via Canonica Sauris di Sotto 2,Sauris di Sotto,33020,Sauris,030107,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.4670485,12.7076644,False,Non accessibile,Comune,Pubblica,Comune di Sauris,,46.4670485,12.7076644,valid_world_range
IT-UD0230,,,,,,2023,2024-12-20,Biblioteca comunale di Torreano,Biblioteca comunale di Torreano,Via Principale 21,Via Principale 21,,33040,Torreano,030122,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.1293973,13.4325092,False,Accessibile,Comune,Pubblica,Comune di Torreano,,46.1293973,13.4325092,valid_world_range
IT-UD0231,,,,,,2023,2023-12-22,Biblioteca comunale Giso Fior,Biblioteca comunale Giso Fior,Via Garibaldi 6,Via Garibaldi 6,,33020,Verzegnis,030132,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.3832702,12.992266,False,Non accessibile,Comune,Pubblica,Comune di Verzegnis,,46.3832702,12.992266,valid_world_range
IT-UD0232,,,,,,,,Biblioteca comunale,Biblioteca comunale,Via Giulio Cesare 19,Via Giulio Cesare 19,,33020,Zuglio,030136,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.4618373,13.0260939,False,,Comune,Specializzata,Comune di Zuglio,,46.4618373,13.0260939,valid_world_range
IT-UD0233,,,,,I-UDsd,,,Archivio musicale del Convitto delle Suore dimesse,Archivio musicale del Convitto delle Suore dimesse,Via Teppo 11,Via Teppo 11,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0646698,13.2413473,,,NON SPECIFICATA,NON SPECIFICATA,,Altri istituti collegati ad attività dell'ICCU,46.0646698,13.2413473,valid_world_range
IT-UD0234,,,,,,,,Biblioteca privata Federico Ricardi di Netro,Biblioteca privata Federico Ricardi di Netro,,,,,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0649418,13.2307247,,,NON SPECIFICATA,NON SPECIFICATA,,Altri istituti collegati ad attività dell'ICCU,46.0649418,13.2307247,valid_world_range
IT-UD0235,,,,,I-CDRsmm,,,Archivio parrocchiale di S. Maria Maggiore,Archivio parrocchiale di S. Maria Maggiore,Via Garibaldi 85,Via Garibaldi 85,,33033,Codroipo,030027,Udine,030,UD,FRIULI-VENEZIA GIULIA,45.9618516,12.9769569,,,NON SPECIFICATA,NON SPECIFICATA,,Altri istituti collegati ad attività dell'ICCU,45.9618516,12.9769569,valid_world_range
IT-UD0236,,,,,I-BRLsm,,,Archivio parrocchiale di S. Martino Vescovo,Archivio parrocchiale di S. Martino Vescovo,Via della Posta 26,Via della Posta 26,,33032,Bertiolo,030010,Udine,030,UD,FRIULI-VENEZIA GIULIA,45.9414941,13.0520743,,,NON SPECIFICATA,NON SPECIFICATA,,Altri istituti collegati ad attività dell'ICCU,45.9414941,13.0520743,valid_world_range
IT-UD0237,,UD006,,,,,2025-09-18,Biblioteca scientifica e tecnologica dell'Università degli studi di Udine,Biblioteca scientifica e tecnologica dell'Università degli studi di Udine,Via Fausto Schiavi 44,Via Fausto Schiavi 44,Rizzi,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0886963,13.1970922,False,Accessibile,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Udine,,46.0886963,13.1970922,valid_world_range
IT-UD0238,,,,,,,,Biblioteca del Centro internazionale per il plurilinguismo dell'Università degli studi di Udine,Biblioteca del Centro internazionale per il plurilinguismo dell'Università degli studi di Udine,Via Antonini 8,Via Antonini 8,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,0.0,0.0,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Udine. Centro internazionale per il plurilinguismo,Biblioteca confluita,,,zero_pair_treated_as_missing
IT-UD0239,,,,,,,,Biblioteca del Dipartimento di italianistica dell'Università degli studi di Udine,Biblioteca del Dipartimento di italianistica dell'Università degli studi di Udine,Via Antonini 8,Via Antonini 8,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,0.0,0.0,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Udine. Dipartimento di italianistica,Biblioteca confluita,,,zero_pair_treated_as_missing
IT-UD0240,,,,,,,,Biblioteca dipartimentale di patologia e medicina sperimentale e clinica dell'Università degli studi di Udine,Biblioteca dipartimentale di patologia e medicina sperimentale e clinica dell'Università degli studi di Udine,Piazzale S. Maria della Misericordia,Piazzale S. Maria della Misericordia,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0767999,13.229937,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Udine. Dipartimento di patologia e medicina sperimentale e clinica,Biblioteca confluita,46.0767999,13.229937,valid_world_range
IT-UD0241,,,,,,,,Biblioteca del Dipartimento di scienze chirurgiche dell'Università degli studi di Udine,Biblioteca del Dipartimento di scienze chirurgiche dell'Università degli studi di Udine,"Piazzale S. Maria della Misericordia, presso ex padiglione materno infantile","Piazzale S. Maria della Misericordia, presso ex padiglione materno infantile",,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.07717,13.228849,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Udine. Dipartimento di scienze chirurgiche,Biblioteca confluita,46.07717,13.228849,valid_world_range
IT-UD0242,,,,,,,,Biblioteca dipartimentale di scienze e tecnologie biomediche dell'Università degli studi di Udine,Biblioteca dipartimentale di scienze e tecnologie biomediche dell'Università degli studi di Udine,Via Gervasutta 48,Via Gervasutta 48,,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0470635,13.2359133,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Udine. Dipartimento di scienze tecnologiche e biomediche,Biblioteca confluita,46.0470635,13.2359133,valid_world_range
IT-UD0243,,,CEI754B00002,,,,2025-12-02,Biblioteca Bartoliniana,Biblioteca Bartoliniana,"Piazza Patriarcato, 1","Piazza Patriarcato, 1",,33100,Udine,030129,Udine,030,UD,FRIULI-VENEZIA GIULIA,46.0636538,13.2391599,False,Accessibile,Enti ecclesiastici,Importante non specializzata,Diocesi di Udine,,46.0636538,13.2391599,valid_world_range
