isil,sbn_code,acnp_code,cei_code,cmbs_code,rism_code,census_year,updated_date,name_original,name_normalized,address_original,address_normalized,hamlet,postal_code,municipality_name,istat_code,province_name,province_istat_code,province_abbrev,region,latitude_original,longitude_original,restricted_access,disabled_access,administrative_type,functional_type,owning_entity,source_status,latitude,longitude,coordinate_quality_flag
IT-FE0020,,,,,,2023,2023-12-22,Biblioteca dell'Istituto diocesano di cultura Casa Cini,Biblioteca dell'Istituto diocesano di cultura Casa Cini,Via Boccacanale di S. Stefano 24,Via Boccacanale di S. Stefano 24,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8364289,11.6164179,False,Accessibile,Enti ecclesiastici,Pubblica,Diocesi di Ferrara-Comacchio,,44.8364289,11.6164179,valid_world_range
IT-FE0021,UFE02,,,,,2023,2026-04-08,Biblioteca della Camera di Commercio di Ferrara,Biblioteca della Camera di Commercio di Ferrara,Largo Castello 6,Largo Castello 6,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8377853,11.6204537,False,Accessibile,"Camere di commercio, industria, artigianato",Specializzata,"Camera di commercio, industria, artigianato e agricoltura - CCIAA di Ferrara",,44.8377853,11.6204537,valid_world_range
IT-FE0024,,,,,,,2024-08-22,Biblioteca del Dipartimento di biologia. Sezione di botanica dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di biologia. Sezione di botanica dell'Università degli studi di Ferrara,,,,44100,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8422524,11.6224925,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di biologia,Biblioteca confluita in IT-FE0107,44.8422524,11.6224925,valid_world_range
IT-FE0025,,,,,,,2019-05-28,"Deposito librario della Biblioteca dell'Istituto di zoologia della Facoltà di scienze matematiche, fisiche e naturali dell'Università degli studi di Ferrara","Deposito librario della Biblioteca dell'Istituto di zoologia della Facoltà di scienze matematiche, fisiche e naturali dell'Università degli studi di Ferrara",,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8389407,11.6340452,,,Universita' statali,Istituto di insegnamento superiore,"Università degli studi di Ferrara. Facoltà di scienze matematiche, fisiche e naturali. Istituto di zoologia",Biblioteca confluita in IT-FE0107,44.8389407,11.6340452,valid_world_range
IT-FE0026,,,,,,,2019-05-21,Biblioteca del Dipartimento di medicina sperimentale e diagnostica. Sezione di patologia generale dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di medicina sperimentale e diagnostica. Sezione di patologia generale dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8389407,11.6340452,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di medicina sperimentale e diagnostica,Biblioteca confluita in IT-FE0107,44.8389407,11.6340452,valid_world_range
IT-FE0027,UFEMA,FE023,,,,,2025-07-11,Biblioteca del Dipartimento di matematica e informatica dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di matematica e informatica dell'Università degli studi di Ferrara,Via Machiavelli 30,Via Machiavelli 30,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8387843367953,11.6301441192627,False,Accessibile,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara,,44.8387843367953,11.6301441192627,valid_world_range
IT-FE0028,,,,,,,2019-05-21,Biblioteca del Dipartimento di scienze della terra. Sezione di mineralogia dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di scienze della terra. Sezione di mineralogia dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8439581,11.6221639,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di scienze della terra,Biblioteca confluita in IT-FE0163,44.8439581,11.6221639,valid_world_range
IT-FE0029,,,,,,,2019-05-21,Biblioteca del Dipartimento di biologia. Sezione di fisiologia generale dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di biologia. Sezione di fisiologia generale dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8389407,11.6340452,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di biologia,Biblioteca confluita in IT-FE0107,44.8389407,11.6340452,valid_world_range
IT-FE0030,,,,,,,2019-05-21,Biblioteca del Dipartimento di fisica dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di fisica dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.832558,11.6213278,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di fisica,Biblioteca confluita in IT-FE0163,44.832558,11.6213278,valid_world_range
IT-FE0032,,,,,,,2019-05-21,Biblioteca del Dipartimento di morfologia ed embriologia. Sezione di anatomia umana dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di morfologia ed embriologia. Sezione di anatomia umana dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8367399,11.6330114,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di morfologia ed embriologia umana,Biblioteca confluita in IT-FE0107,44.8367399,11.6330114,valid_world_range
IT-FE0033,,,,,,,2025-01-28,"Deposito librario della Biblioteca del  Dipartimento di medicina sperimentale e diagnostica. Sezione di anatomia, istologia e citologia patologica dell'Università degli studi di Ferrara","Deposito librario della Biblioteca del Dipartimento di medicina sperimentale e diagnostica. Sezione di anatomia, istologia e citologia patologica dell'Università degli studi di Ferrara",Via Fossato di Mortara 64/b,Via Fossato di Mortara 64/b,,44100,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8370511,11.6321062,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di medicina sperimentale e diagnostica,Biblioteca confluita in IT-FE0107,44.8370511,11.6321062,valid_world_range
IT-FE0034,UFEEC,FE010,,,,,2025-01-28,Biblioteca di Economia dell'Università degli studi di Ferrara,Biblioteca di Economia dell'Università degli studi di Ferrara,Via Voltapaletto 11,Via Voltapaletto 11,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8351973,11.6226631,False,Accessibile,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara,,44.8351973,11.6226631,valid_world_range
IT-FE0036,,,,,,2021,2022-05-13,Biblioteca del Monastero di S. Giorgio (ex Congregazione Benedettina di Monte Oliveto),Biblioteca del Monastero di S. Giorgio (ex Congregazione Benedettina di Monte Oliveto),"piazza S. Giorgio, 29","piazza S. Giorgio, 29",,44124,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.821968,11.6279563,True,,Enti ecclesiastici,Specializzata,Benedettini Olivetani. Monastero S. Giorgio di Ferrara,Biblioteca non più esistente,44.821968,11.6279563,valid_world_range
IT-FE0037,UFEFR,,,,,2024,2026-04-08,Biblioteca comunale di Formignana,Biblioteca comunale di Formignana,Viale Roberto Mari 4,Viale Roberto Mari 4,Formignana,44039,Tresignana,038030,Ferrara,038,FE,EMILIA-ROMAGNA,44.841977297515434,11.859409957672122,False,Accessibile,Comune,Pubblica,Comune di Formignana,,44.841977297515434,11.859409957672122,valid_world_range
IT-FE0038,UFEGO,,,,,2024,2026-04-10,Biblioteca comunale,Biblioteca comunale,Via Cesare Battisti 74,Via Cesare Battisti 74,,44020,Goro,038025,Ferrara,038,FE,EMILIA-ROMAGNA,44.8537439,12.3009578,False,Accessibile,Comune,Pubblica,Comune di Goro,,44.8537439,12.3009578,valid_world_range
IT-FE0039,UFEIO,,,,,2024,2026-04-10,Biblioteca comunale Jolanda di Savoia,Biblioteca comunale Jolanda di Savoia,Corso Giacomo Matteotti 20,Corso Giacomo Matteotti 20,,44037,Jolanda di Savoia,038010,Ferrara,038,FE,EMILIA-ROMAGNA,44.8865088,11.9732774,False,Accessibile,Comune,Pubblica,Comune di Jolanda di Savoia,,44.8865088,11.9732774,valid_world_range
IT-FE0040,UFELA,,,,,2024,2026-04-10,Biblioteca Comunale Lagosanto,Biblioteca Comunale Lagosanto,Via Roma 19/a,Via Roma 19/a,,44023,Lagosanto,038011,Ferrara,038,FE,EMILIA-ROMAGNA,44.7656088,12.1401063,False,Accessibile,Comune,Pubblica,Comune di Lagosanto,,44.7656088,12.1401063,valid_world_range
IT-FE0041,UFEMT,,,,,2024,2026-06-01,Biblioteca Comunale Masi Torello,Biblioteca Comunale Masi Torello,Viale Adriatico 158 ,Viale Adriatico 158,,44020,Masi Torello,038012,Ferrara,038,FE,EMILIA-ROMAGNA,44.79412,11.797035,False,Accessibile,Comune,Pubblica,Comune di Masi Torello,,44.79412,11.797035,valid_world_range
IT-FE0044,UFEMF,,,,,2024,2026-04-10,"Biblioteca comunale ""Bruno Pasini"" di Massa Fiscaglia","Biblioteca comunale ""Bruno Pasini"" di Massa Fiscaglia",Via Castello 18,Via Castello 18,Massa Fiscaglia,44027,Fiscaglia,038027,Ferrara,038,FE,EMILIA-ROMAGNA,44.8093774,12.0129758,False,Accessibile,Comune,Pubblica,Comune di Massafiscaglia,,44.8093774,12.0129758,valid_world_range
IT-FE0045,UFEMG,,,,,2024,2026-04-10,Biblioteca comunale di Migliarino,Biblioteca comunale di Migliarino,Viale Giacomo Matteotti 11,Viale Giacomo Matteotti 11,Migliarino,44027,Fiscaglia,038027,Ferrara,038,FE,EMILIA-ROMAGNA,44.76998649999999,11.9380483,False,Accessibile,Comune,Pubblica,Comune di Migliarino,,44.76998649999999,11.9380483,valid_world_range
IT-FE0047,UFEOS,,,,,2024,2026-04-10,"Biblioteca comunale ""Mario Soldati""","Biblioteca comunale ""Mario Soldati""",Via Marcavallo 35/C,Via Marcavallo 35/C,,44020,Ostellato,038017,Ferrara,038,FE,EMILIA-ROMAGNA,44.7439027,11.9405008,False,Accessibile,Comune,Pubblica,Comune di Ostellato,,44.7439027,11.9405008,valid_world_range
IT-FE0048,UFEPG,,,,,2024,2026-04-10,"Biblioteca comunale e Mediateca ""Gianluca Topa""","Biblioteca comunale e Mediateca ""Gianluca Topa""",Via Salvo d'Acquisto 1,Via Salvo d'Acquisto 1,,44028,Poggio Renatico,038018,Ferrara,038,FE,EMILIA-ROMAGNA,44.7664074,11.4868851,False,Parzialmente accessibile,Comune,Pubblica,Comune di Poggio Renatico,,44.7664074,11.4868851,valid_world_range
IT-FE0049,,,,,,,,Biblioteca comunale. Sezione ragazzi di San Carlo,Biblioteca comunale. Sezione ragazzi di San Carlo,Piazza A. Pola,Piazza A. Pola,San Carlo,44040,Terre del Reno,038028,Ferrara,038,FE,EMILIA-ROMAGNA,44.8047139,11.4075545,False,,Comune,Specializzata,Comune di Sant'Agostino,Biblioteca non più esistente,44.8047139,11.4075545,valid_world_range
IT-FE0050,UFESA,,,,,2024,2026-04-10,Biblioteca comunale di Sant'Agostino,Biblioteca comunale di Sant'Agostino,Via Statale 191,Via Statale 191,Sant'Agostino,44047,Terre del Reno,038028,Ferrara,038,FE,EMILIA-ROMAGNA,44.7679199,11.3217914,False,Accessibile,Comune,Pubblica,Comune di Sant'Agostino,,44.7679199,11.3217914,valid_world_range
IT-FE0051,UFETR,,,,,2024,2026-04-10,Biblioteca comunale di Tresigallo,Biblioteca comunale di Tresigallo,Via del Lavoro 2,Via del Lavoro 2,Tresigallo,44039,Tresignana,038030,Ferrara,038,FE,EMILIA-ROMAGNA,44.818025,11.8946943,False,Accessibile,Comune,Pubblica,Comune di Tresigallo,,44.818025,11.8946943,valid_world_range
IT-FE0052,UFEVM,,,,,2024,2026-04-10,"Biblioteca comunale ""Carlo Rambaldi"" - Vigarano Mainarda","Biblioteca comunale ""Carlo Rambaldi"" - Vigarano Mainarda",Via G. Marconi 91,Via G. Marconi 91,,44049,Vigarano Mainarda,038022,Ferrara,038,FE,EMILIA-ROMAGNA,44.841718,11.5008579,False,Accessibile,Comune,Pubblica,Comune di Vigarano Mainarda,,44.841718,11.5008579,valid_world_range
IT-FE0053,UFEBO,,,,,2024,2026-04-10,"Biblioteca comunale ""Lorenza Meletti"" - Bondeno","Biblioteca comunale ""Lorenza Meletti"" - Bondeno",Via dei Mille 8 A,Via dei Mille 8 A,,44012,Bondeno,038003,Ferrara,038,FE,EMILIA-ROMAGNA,44.8867871,11.4124789,False,Accessibile,Comune,Pubblica,Comune di Bondeno,,44.8867871,11.4124789,valid_world_range
IT-FE0054,,,,,,2019,2022-02-11,Archivio capitolare,Archivio capitolare,Via Ugo Bassi 47,Via Ugo Bassi 47,,44042,Cento,038004,Ferrara,038,FE,EMILIA-ROMAGNA,44.72786259999999,11.2886239,False,Accessibile,Enti ecclesiastici,Di conservazione,Capitolo della Basilica collegiata di S. Biagio di Cento,Altri istituti collegati ad attività dell'ICCU,44.72786259999999,11.2886239,valid_world_range
IT-FE0056,UFESC,,,,,2023,2025-10-21,Biblioteca dell'Istituto di storia contemporanea,Biblioteca dell'Istituto di storia contemporanea,Vicolo S. Spirito 11,Vicolo S. Spirito 11,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8379676,11.6277011,False,Parzialmente accessibile,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Associazione Istituto di Storia contemporanea,,44.8379676,11.6277011,valid_world_range
IT-FE0059,,,,,,,2019-05-21,Deposito librario della Biblioteca dell'Istituto di semeiotica chirurgica della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,Deposito librario della Biblioteca dell'Istituto di semeiotica chirurgica della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Facoltà di medicina e chirurgia. Istituto di semeiotica chirurgica,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0060,,,,,,,2019-05-21,Deposito librario della Biblioteca del Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento. Sezione di otorinolaringoiatria dell'Università degli studi di Ferrara,Deposito librario della Biblioteca del Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento. Sezione di otorinolaringoiatria dell'Università degli studi di Ferrara,Corso Giovecca 203,Corso Giovecca 203,,44100,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0061,,,,,,,2019-05-23,Biblioteca del Dipartimento di chimica dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di chimica dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8389407,11.6340452,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di chimica,Biblioteca confluita in IT-FE0107,44.8389407,11.6340452,valid_world_range
IT-FE0062,,,,,,,2019-05-21,Biblioteca del Dipartimento di scienze farmaceutiche dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di scienze farmaceutiche dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8304328,11.6290321,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di scienze farmaceutiche,Biblioteca confluita in IT-FE0107,44.8304328,11.6290321,valid_world_range
IT-FE0063,,,,,,,2019-05-21,Biblioteca dell'Istituto di farmacologia della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,Biblioteca dell'Istituto di farmacologia della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8370511,11.6321062,,,NON SPECIFICATA,Istituto di insegnamento superiore,Università degli studi di Ferrara. Facoltà di medicina e chirurgia. Istituto di farmacologia,Biblioteca confluita in IT-FE0107,44.8370511,11.6321062,valid_world_range
IT-FE0064,,,,,,,2019-05-21,Deposito librario della Biblioteca del Dipartimento di medicina clinica e sperimentale. Sezione di malattie infettive dell'Università degli studi di Ferrara,Deposito librario della Biblioteca del Dipartimento di medicina clinica e sperimentale. Sezione di malattie infettive dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8371129,11.632008,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di medicina clinica e sperimentale,Biblioteca confluita in IT-FE0162,44.8371129,11.632008,valid_world_range
IT-FE0065,,,,,,,2025-01-28,Biblioteca del Museo Piero Leonardi dell'Università degli studi di Ferrara,Biblioteca del Museo Piero Leonardi dell'Università degli studi di Ferrara,Corso Ercole I d'Este 32,Corso Ercole I d'Este 32,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8439581,11.6221639,False,Accessibile,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara,,44.8439581,11.6221639,valid_world_range
IT-FE0066,,,,,,,2019-05-21,Deposito librario della Biblioteca dell'Istituto di patologia speciale chirurgica e propedeutica clinica della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,Deposito librario della Biblioteca dell'Istituto di patologia speciale chirurgica e propedeutica clinica della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Facoltà di medicina e chirurgia. Istituto di patologia speciale chirurgica e propedeutica clinica,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0067,,,,,,,2019-05-21,Deposito librario della Biblioteca dell'Istituto di patologia speciale medica e metodologia clinica della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,Deposito librario della Biblioteca dell'Istituto di patologia speciale medica e metodologia clinica della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Facoltà di medicina e chirurgia. Istituto di patologia speciale e metodologia clinica,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0068,UFESG,FE019,,,,,2025-04-08,Biblioteca di Giurisprudenza dell'Università degli studi di Ferrara,Biblioteca di Giurisprudenza dell'Università degli studi di Ferrara,Corso Ercole I d'Este 37,Corso Ercole I d'Este 37,,44121,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8446176,11.6224489,False,Accessibile,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara,,44.8446176,11.6224489,valid_world_range
IT-FE0069,,,,,,,2019-05-21,Deposito librario della Biblioteca dell'Istituto di semeiotica medica della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,Deposito librario della Biblioteca dell'Istituto di semeiotica medica della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Facoltà di medicina e chirurgia. Istituto di semeiotica medica,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0070,,,,,,,2019-05-21,Biblioteca del Dipartimento di morfologia ed embriologia. Sezione di istologia ed embriologia dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di morfologia ed embriologia. Sezione di istologia ed embriologia dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8370511,11.6321062,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di morfologia ed embriologia,Biblioteca confluita in IT-FE0107,44.8370511,11.6321062,valid_world_range
IT-FE0071,,FE022,,,,,2019-05-28,Biblioteca del Dipartimento di medicina clinica e sperimentale. Sezione di pediatria dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di medicina clinica e sperimentale. Sezione di pediatria dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di medicina clinica e sperimentale,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0072,,,,,,,2019-05-21,"Deposito librario della Biblioteca del Dipartimento di scienze chirurgiche, anestesiologiche e radiologiche. Sezione di clinica chirurgica dell'Università degli studi di Ferrara","Deposito librario della Biblioteca del Dipartimento di scienze chirurgiche, anestesiologiche e radiologiche. Sezione di clinica chirurgica dell'Università degli studi di Ferrara",,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,"Università degli studi di Ferrara. Dipartimento di scienze chirurgiche, anesstesiologiche e radiologiche",Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0073,,,,,,,2019-05-21,Deposito librario della Biblioteca del Dipartimento di medicina clinica e sperimentale. Sezione di clinica dermatologica dell'Università degli studi di Ferrara,Deposito librario della Biblioteca del Dipartimento di medicina clinica e sperimentale. Sezione di clinica dermatologica dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di medicina clinica e sperimentale,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0074,,,,,,,2019-05-21,Deposito librario della Biblioteca del Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento. Sezione di clinica neurologica dell'Università degli studi di Ferrara,Deposito librario della Biblioteca del Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento. Sezione di clinica neurologica dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0075,,,,,,,2019-05-21,Deposito librario della Biblioteca del Dipartimento di medicina clinica e sperimentale. Sezione di medicina interna I dell'Università degli studi di Ferrara,Deposito librario della Biblioteca del Dipartimento di medicina clinica e sperimentale. Sezione di medicina interna I dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di medicina clinica e sperimentale,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0076,,,,,,,2019-05-21,Deposito librario della Biblioteca del Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento. Sezione di oculistica dell'Università degli studi di Ferrara,Deposito librario della Biblioteca del Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento. Sezione di oculistica dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di discipline medico-chirururgiche della comunicazione e del comportamento,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0077,,,,,,,2019-05-21,Deposito librario della Biblioteca del Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento. Sezione di clinica odontoiatrica dell'Università degli studi di Ferrara,Deposito librario della Biblioteca del Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento. Sezione di clinica odontoiatrica dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di discipline medico-chirurgiche della comunicazione e del comportamento,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0078,,,,,,,2019-05-23,Biblioteca del Dipartimento di scienze biomediche e terapie avanzate. Sezione di clinica ortopedica dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di scienze biomediche e terapie avanzate. Sezione di clinica ortopedica dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di scienze biomediche e terapie avanzate,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0079,,,,,,,2019-05-23,Biblioteca del Dipartimento di scienze biomediche e terapie avanzate. Sezione di clinica ostetrica e ginecologica dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di scienze biomediche e terapie avanzate. Sezione di clinica ostetrica e ginecologica dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di scienze biomediche e terapie avanzate,Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0080,,,,,,,2019-05-21,"Biblioteca del Dipartimento di scienze chirurgiche, anestesiologiche e radiologiche. Sezione di anestesiologia e rianimazione dell'Università degli studi di Ferrara","Biblioteca del Dipartimento di scienze chirurgiche, anestesiologiche e radiologiche. Sezione di anestesiologia e rianimazione dell'Università degli studi di Ferrara",,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8323048,11.6320887,,,Universita' statali,Istituto di insegnamento superiore,"Università degli studi di Ferrara. Dipartimento di scienze chirurgiche, anestesiologiche e radiologiche",Biblioteca confluita in IT-FE0162,44.8323048,11.6320887,valid_world_range
IT-FE0081,,,,,,,2019-05-21,Biblioteca del Dipartimento di morfologia ed embriologia. Sezione di anatomia comparata dell'Università degli studi di Ferrara,Biblioteca del Dipartimento di morfologia ed embriologia. Sezione di anatomia comparata dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8389407,11.6340452,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Dipartimento di morfologia ed embriologia,Biblioteca confluita in IT-FE0107,44.8389407,11.6340452,valid_world_range
IT-FE0082,,,,,,,2019-05-28,Biblioteca dell'Istituto di chimica biologica della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,Biblioteca dell'Istituto di chimica biologica della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8389407,11.6340452,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Facoltà di medicina e chirurgia. Istituto di chimica biologica,Biblioteca confluita in IT-FE0107,44.8389407,11.6340452,valid_world_range
IT-FE0083,,,,,,,2019-05-21,Biblioteca dell'Istituto di fisiologia umana della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,Biblioteca dell'Istituto di fisiologia umana della Facoltà di medicina e chirurgia dell'Università degli studi di Ferrara,,,,,Ferrara,038008,Ferrara,038,FE,EMILIA-ROMAGNA,44.8370511,11.6321062,,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Ferrara. Facoltà di medicina e chirurgia. Istituto di fisiologia umana,Biblioteca confluita in IT-FE0107,44.8370511,11.6321062,valid_world_range
